sequence,label
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Alanine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,2.220448065
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Proline-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,2.144325078
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Alanine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,2.259139758
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Alanine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,2.014394516
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Methionine-Arginine-Arginine-Lysine-Tryptophan-Lysine-Lysine,2.290635526
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Alanine-Methionine-Lysine-Tryptophan-Lysine-Lysine,2.068631064
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Alanine-Lysine-Tryptophan-Lysine-Lysine,2.198712057
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine,1.820923588
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Alanine-Lysine-Lysine,2.089834489
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan,2.090046322
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine,2.388403184
Arginine-Glutamine-Isoleucine-Lysine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,2.254644737
Arginine-Glutamine-Isoleucine-Arginine-Isoleucine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Arginine-Tryptophan-Arginine-Arginine,2.017492446
Arginine-Glutamine-Leucine-Arginine-Isoleucine-Alanine-Glycine-Arginine-Arginine-Leucine-Arginine-Glycine-Arginine-Serine-Arginine,1.401400541
Arginine-Glutamine-Proline-Lysine-Isoleucine-Tryptophan-Phenylalanine-Proline-Asparagine-Arginine-Arginine-Lysine-Proline-Tryptophan-Lysine-Lysine,1.792671789
Arginine-Glutamine-Arginine-Serine-Arginine-Arginine-Arginine-Proline-Leucine-Asparagine-Isoleucine-Arginine,1.067814511
Arginine-Arginine-Histidine-Histidine-Cysteine-Arginine-Serine-Lysine-Alanine-Lysine-Arginine-Serine-Arginine,1.990827051
Arginine-Arginine-Isoleucine-Proline-Asparagine-Arginine-Arginine-Proline-Arginine-Arginine,1.290924559
Arginine-Arginine-Isoleucine-Arginine-Proline-Arginine-Proline-Proline-Arginine-Leucine-Proline-Arginine-Proline-Arginine-Proline,1.476686743
Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,1.669874502
Arginine-Arginine-Glutamine-Arginine-Arginine-Threonine-Serine-Lysine-Leucine-Methionine-Lysine-Arginine,1.122215878
Arginine-Arginine-Arginine-Glutamic acid-Arginine-Arginine-Alanine-Glutamic acid-Lysine,1.003891166
Arginine-Arginine-Arginine-Glutamine-Arginine-Arginine-Lysine-Lysine-Arginine,1.617210095
Arginine-Arginine-Arginine-Glutamine-Arginine-Arginine-Lysine-Lysine-Arginine-Glycine-Tyrosine,1.847634344
Arginine-Arginine-Arginine-Arginine-Asparagine-Arginine-Threonine-Arginine-Arginine-Asparagine-Arginine-Arginine-Arginine-Valine-Arginine-Glycine-Cysteine,1.864926192
Arginine-Arginine-Arginine-Arginine-Arginine,0.866877814
Arginine-Arginine-Arginine-Arginine-Arginine-Arginine,1.190611798
Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine,1.615950052
Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine,1.981456167
Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine,1.669037801
Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine,1.41564098
Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Tryptophan,1.866936818
Arginine-Arginine-Valine-Threonine-Serine-Tryptophan-Leucine-Glycine-Arginine-Glutamine-Leucine-Arginine-Isoleucine-Alanine-Glycine-Lysine-Arginine-Leucine-Glutamic acid-Glycine-Arginine-Serine-Lysine,2.164352856
Arginine-Arginine-Tryptophan-Arginine-Arginine-Tryptophan-Tryptophan-Arginine-Arginine-Tryptophan-Tryptophan-Arginine-Arginine-Tryptophan-Arginine-Arginine,1.734159513
Arginine-Threonine-Leucine-Valine-Asparagine-Glutamic acid-Tyrosine-Lysine-Asparagine-Threonine-Leucine-Lysine-Phenylalanine-Serine-Lysine,0.993876915
Arginine-Threonine-Arginine-Arginine-Asparagine-Arginine-Arginine-Arginine-Valine-Arginine,1.356408327
Arginine-Valine-Isoleucine-Arginine-Valine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Lysine-Arginine-Cysteine-Lysine-Aspartic acid-Lysine-Lysine,2.074779882
Arginine-Valine-Isoleucine-Arginine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Lysine-Arginine-Cysteine-Lysine-Aspartic acid-Lysine-Lysine,2.129947557
Arginine-Valine-Isoleucine-Arginine-Tryptophan-Phenylalanine-Glutamine-Asparagine-Lysine-Arginine-Serine-Lysine-Aspartic acid-Lysine-Lysine,1.851013607
Arginine-Valine-Arginine-Glutamic acid-Tryptophan-Tryptophan-Tyrosine-Threonine-Isoleucine-Threonine-Leucine-Lysine-Glutamine-Glutamic acid-Serine,1.671543085
Arginine-Valine-Arginine-Serine-Tryptophan-Leucine-Glycine-Arginine-Glutamine-Leucine-Arginine-Isoleucine-Alanine-Glycine-Lysine-Arginine-Leucine-Glutamic acid-Glycine-Arginine-Serine-Lysine,1.856668484
Arginine-Valine-Arginine-Valine-Phenylalanine-Valine-Valine-Histidine-Isoleucine-Proline-Arginine-Leucine-Threonine,2.439237928
Arginine-Valine-Threonine-Serine-Tryptophan-Leucine-Glycine-Arginine-Glutamine-Leucine-Arginine-Isoleucine-Alanine-Glycine-Lysine-Arginine-Leucine-Glutamic acid-Glycine-Arginine-Serine-Lysine,1.891481704
Serine-Alanine-Glutamic acid-Threonine-Valine-Glutamic acid-Serine-Cysteine-Leucine-Alanine-Lysine-Serine-Histidine,1.646599752
Serine-Alanine-Arginine-Histidine-Histidine-Cysteine-Arginine-Serine-Lysine-Alanine-Lysine-Arginine-Serine-Arginine-Histidine-Histidine,1.663418212
Serine-Alanine-Threonine-Glycine-Alanine-Proline-Tryptophan-Lysine-Methionine-Tryptophan-Valine-Arginine,1.06595298
Serine-Phenylalanine-Histidine-Glutamine-Phenylalanine-Alanine-Arginine-Alanine-Threonine-Leucine-Alanine-Serine,1.229937686
Serine-Histidine-Alanine-Phenylalanine-Threonine-Tryptophan-Proline-Threonine-Tyrosine-Leucine-Glutamine-Leucine,1.020361283
Serine-Histidine-Asparagine-Tryptophan-Leucine-Proline-Leucine-Tryptophan-Proline-Leucine-Arginine-Proline,1.748032894
Serine-Leucine-Glycine-Tryptophan-Methionine-Leucine-Proline-Phenylalanine-Serine-Proline-Proline-Phenylalanine,0.959518377
Serine-Methionine-Leucine-Lysine-Arginine-Asparagine-Histidine-Serine-Threonine-Serine-Asparagine-Arginine,0.955206538
Serine-Asparagine-Proline-Tryptophan-Aspartic acid-Serine-Leucine-Leucine-Serine-Valine-Serine-Threonine,0.371067862
Serine-Proline-Methionine-Glutamine-Lysine-Threonine-Methionine-Asparagine-Leucine-Proline-Proline-Methionine,1.202760687
Serine-Glutamine-Methionine-Threonine-Arginine-Glutamine-Alanine-Arginine-Arginine-Leucine-Tyrosine-Valine,0.989449818
Serine-Arginine-Alanine-Histidine-Histidine-Cysteine-Arginine-Serine-Lysine-Alanine-Lysine-Arginine-Serine-Arginine-Histidine-Histidine,1.665674781
Serine-Arginine-Arginine-Alanine-Histidine-Cysteine-Arginine-Serine-Lysine-Alanine-Lysine-Arginine-Serine-Arginine-Histidine-Histidine,1.762153192
Serine-Arginine-Arginine-Alanine-Arginine-Arginine-Serine-Proline-Arginine-Glutamic acid-Serine-Glycine-Lysine-Lysine-Arginine-Lysine-Arginine-Lysine-Arginine,1.721563318
Serine-Arginine-Arginine-Alanine-Arginine-Arginine-Serine-Proline-Arginine-Histidine-Leucine-Glycine-Serine-Glycine,0.783188691
Serine-Arginine-Arginine-Histidine-Alanine-Cysteine-Arginine-Serine-Lysine-Alanine-Lysine-Arginine-Serine-Arginine-Histidine-Histidine,1.847017098
Serine-Arginine-Arginine-Histidine-Histidine-Alanine-Arginine-Serine-Lysine-Alanine-Lysine-Arginine-Serine-Arginine-Histidine-Histidine,1.05422991
Serine-Arginine-Arginine-Histidine-Histidine-Cysteine-Arginine-Alanine-Lysine-Alanine-Lysine-Arginine-Serine-Arginine-Histidine-Histidine,1.840545188
Serine-Arginine-Arginine-Histidine-Histidine-Cysteine-Arginine-Serine-Alanine-Alanine-Lysine-Arginine-Serine-Arginine-Histidine-Histidine,1.704407927
Serine-Arginine-Arginine-Histidine-Histidine-Cysteine-Arginine-Serine-Lysine-Alanine-Alanine-Arginine-Serine-Arginine-Histidine-Histidine,1.739414103
Serine-Arginine-Arginine-Histidine-Histidine-Cysteine-Arginine-Serine-Lysine-Alanine-Lysine-Alanine-Serine-Arginine-Histidine-Histidine,1.677698181
Serine-Arginine-Arginine-Histidine-Histidine-Cysteine-Arginine-Serine-Lysine-Alanine-Lysine-Arginine-Alanine-Arginine-Histidine-Histidine,1.788663213
Serine-Arginine-Arginine-Histidine-Histidine-Cysteine-Arginine-Serine-Lysine-Alanine-Lysine-Arginine-Serine-Alanine-Histidine-Histidine,1.693814854
Serine-Arginine-Arginine-Lysine-Arginine-Glutamine-Arginine-Serine-Asparagine-Methionine-Arginine-Isoleucine,0.980911938
Serine-Serine-Serine-Isoleucine-Phenylalanine-Proline-Proline-Tryptophan-Leucine-Serine-Phenylalanine-Phenylalanine,1.558228422
Serine-Tryptophan-Alanine-Glutamine-Histidine-Leucine-Serine-Leucine-Proline-Proline-Valine-Leucine,1.102090526
Serine-Tryptophan-Leucine-Proline-Tyrosine-Proline-Tryptophan-Histidine-Valine-Proline-Serine-Serine,0.641474111
Serine-Tryptophan-Tryptophan-Threonine-Proline-Tryptophan-Histidine-Valine-Histidine-Serine-Glutamic acid-Serine,0.702430536
Serine-Tyrosine-Isoleucine-Glutamine-Arginine-Threonine-Proline-Serine-Threonine-Threonine-Leucine-Proline,1.51295108
Threonine-Alanine-Lysine-Threonine-Arginine-Tyrosine-Lysine-Alanine-Arginine-Arginine-Alanine-Glutamic acid-Leucine-Isoleucine-Alanine-Glutamic acid-Arginine-Arginine,1.338655666
Threonine-Phenylalanine-Proline-Glutamine-Threonine-Alanine-Isoleucine-Glycine-Valine-Glycine-Alanine-Proline,0.810232518
Threonine-Lysine-Arginine-Arginine-Isoleucine-Threonine-Proline-Lysine-Aspartic acid-Valine-Isoleucine-Aspartic acid-Valine-Arginine-Serine-Valine-Threonine-Threonine-Glutamic acid-Isoleucine-Asparagine-Threonine,0.531478917
Threonine-Lysine-Arginine-Arginine-Isoleucine-Threonine-Proline-Lysine-Aspartic acid-Valine-Isoleucine-Aspartic acid-Valine-Arginine-Serine-Valine-Threonine-Threonine-Lysine-Isoleucine-Asparagine-Threonine,0.773786445
Threonine-Lysine-Arginine-Arginine-Isoleucine-Threonine-Proline-Lysine-Lysine-Valine-Isoleucine-Aspartic acid-Valine-Arginine-Serine-Valine-Threonine-Threonine-Glutamic acid-Isoleucine-Asparagine-Threonine,1.039017322
Threonine-Leucine-Proline-Serine-Proline-Leucine-Alanine-Leucine-Leucine-Threonine-Valine-Histidine,1.2757719
Threonine-Proline-Lysine-Threonine-Methionine-Threonine-Glutamine-Threonine-Tyrosine-Aspartic acid-Phenylalanine-Serine,0.017033339
Threonine-Arginine-Asparagine-Lysine-Arginine-Asparagine-Arginine-Isoleucine-Glutamine-Glutamic acid-Glutamine-Leucine-Asparagine-Arginine-Lysine,0.562292864
Threonine-Arginine-Glutamine-Alanine-Arginine-Arginine-Asparagine-Arginine-Arginine-Arginine-Arginine-Tryptophan-Arginine-Glutamic acid-Arginine-Glutamine-Arginine,2.092860943
Threonine-Arginine-Arginine-Glutamine-Arginine-Threonine-Arginine-Arginine-Alanine-Arginine-Arginine-Asparagine-Arginine-Glycine-Cysteine,2.061904634
Threonine-Arginine-Arginine-Serine-Lysine-Arginine-Arginine-Serine-Histidine-Arginine-Lysine-Phenylalanine,1.471878199
Threonine-Serine-Histidine-Threonine-Aspartic acid-Alanine-Proline-Proline-Alanine-Arginine-Serine-Proline,0.178976947
Threonine-Serine-Proline-Leucine-Asparagine-Isoleucine-Histidine-Asparagine-Glycine-Glutamine-Lysine-Leucine,0.78604121
Valine-Lysine-Leucine-Proline-Proline-Proline-Valine-Lysine-Leucine-Proline-Proline-Proline-Valine-Lysine-Leucine-Proline-Proline-Proline,1.424718337
Valine-Lysine-Arginine-Lysine-Lysine-Lysine-Proline-Alanine-Leucine-Tryptophan-Lysine-Threonine-Leucine-Leucine-Lysine-Lysine-Valine-Leucine-Lysine-Alanine,2.966338881
Valine-Leucine-Glycine-Glutamine-Serine-Glycine-Tyrosine-Leucine-Methionine-Proline-Methionine-Arginine,1.058426024
Valine-Proline-Alanine-Leucine-Lysine,0.645422269
Valine-Proline-Alanine-Leucine-Arginine,0.541579244
Valine-Proline-Methionine-Isoleucine-Lysine,1.308991029
Valine-Proline-Methionine-Leucine-Lysine,0.311753861
Valine-Proline-Threonine-Leucine-Glutamic acid,0.281033367
Valine-Proline-Threonine-Leucine-Lysine,0.0
Valine-Proline-Threonine-Leucine-Glutamine,0.695481676
Valine-Arginine-Leucine-Proline-Proline-Proline-Valine-Arginine-Leucine-Proline-Proline-Proline-Valine-Arginine-Leucine-Proline-Proline-Proline,1.222716471
Valine-Arginine-Arginine-Phenylalanine-Leucine-Valine-Threonine-Leucine-Arginine-Isoleucine-Arginine-Arginine-Alanine,2.243062865
Valine-Serine-Alanine-Leucine-Lysine,0.139879086
Valine-Serine-Glycine-Lysine-Lysine,0.555094449
Valine-Serine-Lysine-Glutamine-Proline-Tyrosine-Tyrosine-Methionine-Tryptophan-Asparagine-Glycine-Asparagine,0.841984805
Valine-Serine-Leucine-Lysine-Lysine,0.1430148
Tryptophan-Phenylalanine-Glutamine-Asparagine-Arginine-Arginine-Methionine-Lysine-Tryptophan-Lysine-Lysine,1.690018781
Tryptophan-Isoleucine-Isoleucine-Phenylalanine-Lysine-Isoleucine-Alanine-Alanine-Serine-Histidine-Lysine-Lysine,2.136783963
Tryptophan-Isoleucine-Isoleucine-Phenylalanine-Arginine-Alanine-Alanine-Alanine-Serine-Histidine-Lysine-Lysine,1.960756091
Tryptophan-Isoleucine-Isoleucine-Phenylalanine-Arginine-Alanine-Leucine-Isoleucine-Serine-Histidine-Lysine-Lysine,2.268086304
Tryptophan-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Alanine-Alanine-Serine-Histidine-Lysine-Lysine,2.25022477
Tryptophan-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Alanine-Alanine-Threonine-Histidine-Lysine-Lysine,2.436242181
Tryptophan-Isoleucine-Isoleucine-Phenylalanine-Arginine-Isoleucine-Alanine-Alanine-Tyrosine-Histidine-Lysine-Lysine,2.275909969
Tryptophan-Lysine-Cysteine-Arginine-Arginine-Glutamine-Cysteine-Phenylalanine-Arginine-Valine-Leucine-Histidine-Histidine-Tryptophan-Asparagine,1.979366242
Tryptophan-Leucine-Arginine-Arginine-Isoleucine-Lysine-Alanine-Tryptophan-Leucine-Arginine-Arginine-Isoleucine-Lysine-Alanine-Leucine-Asparagine-Arginine-Glutamine-Leucine-Glycine-Valine-Alanine-Alanine,3.004931537
Tryptophan-Arginine-Phenylalanine-Lysine-Alanine-Alanine-Valine-Alanine-Leucine-Leucine-Proline-Alanine-Valine-Leucine-Leucine-Alanine-Leucine-Leucine-Alanine-Proline,1.710625015
Tryptophan-Arginine-Phenylalanine-Lysine-Lysine-Serine-Lysine-Arginine-Lysine-Valine,1.618675539
Tryptophan-Arginine-Phenylalanine-Lysine-Tryptophan-Arginine-Phenylalanine-Lysine,1.953856298
Tryptophan-Arginine-Phenylalanine-Lysine-Tryptophan-Arginine-Phenylalanine-Lysine-Tryptophan-Arginine-Phenylalanine-Lysine,2.188816031
Tryptophan-Arginine-Tryptophan-Arginine-Tryptophan-Arginine-Tryptophan-Arginine-Tryptophan-Arginine-Tryptophan-Arginine-Tryptophan-Arginine,1.754348336
Tyrosine-Alanine-Arginine-Alanine-Alanine-Alanine-Arginine-Glutamine-Alanine-Arginine-Alanine,0.796574333
Tyrosine-Alanine-Arginine-Alanine-Alanine-Arginine-Arginine-Alanine-Alanine-Arginine-Arginine,1.585573519
Tyrosine-Alanine-Arginine-Glutamic acid-Alanine-Arginine-Arginine-Alanine-Alanine-Arginine-Arginine,1.064457989
Tyrosine-Alanine-Arginine-Lysine-Alanine-Arginine-Arginine-Alanine-Alanine-Arginine-Arginine,1.524655712
Tyrosine-Glutamic acid-Arginine-Glutamic acid-Alanine-Arginine-Arginine-Alanine-Alanine-Arginine-Arginine,1.053462605
Tyrosine-Glycine-Arginine-Alanine-Alanine-Arginine-Arginine-Alanine-Alanine-Arginine-Arginine,1.174931594
Tyrosine-Glycine-Arginine-Lysine-Lysine-Lysine-Arginine-Arginine-Glutamine-Arginine-Arginine-Arginine,1.899054068
Tyrosine-Glycine-Arginine-Lysine-Lysine-Arginine-Arginine-Glutamine-Arginine-Arginine-Arginine,1.705264862
Tyrosine-Glycine-Arginine-Arginine-Alanine-Arginine-Arginine-Alanine-Alanine-Arginine-Arginine,1.532627001
Tyrosine-Glycine-Arginine-Arginine-Alanine-Arginine-Arginine-Arginine-Alanine-Arginine-Arginine,1.681783766
Tyrosine-Glycine-Arginine-Arginine-Alanine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine,1.816638945
Tyrosine-Glycine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine,1.762528522
Tyrosine-Isoleucine-Valine-Leucine-Arginine-Arginine-Arginine-Arginine-Lysine-Arginine-Valine-Asparagine-Threonine-Lysine-Arginine-Serine,2.289522064
Tyrosine-Lysine-Arginine-Alanine-Alanine-Arginine-Arginine-Alanine-Alanine-Arginine-Arginine,1.416474079
Tyrosine-Lysine-Arginine-Lysine-Alanine-Arginine-Arginine-Alanine-Alanine-Arginine-Arginine,1.523746467
Tyrosine-Proline-Arginine-Alanine-Alanine-Arginine-Arginine-Alanine-Alanine-Arginine-Arginine,1.309630167
Tyrosine-Proline-Tyrosine-Aspartic acid-Alanine-Asparagine-Histidine-Threonine-Arginine-Serine-Proline-Threonine,0.882524538
Tyrosine-Arginine-Phenylalanine-Lysine,0.260071388
Tyrosine-Arginine-Phenylalanine-Lysine-Tyrosine-Arginine-Phenylalanine-Lysine-Tyrosine-Arginine-Leucine-Phenylalanine-Lysine,2.221701064
Tyrosine-Arginine-Arginine-Alanine-Alanine-Arginine-Arginine-Alanine-Alanine-Arginine-Alanine,1.482158695
Tyrosine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine-Arginine,1.662285516
Tyrosine-Serine-Histidine-Isoleucine-Alanine-Threonine-Leucine-Proline-Phenylalanine-Threonine-Proline-Threonine,0.706717782
Tyrosine-Threonine-Alanine-Isoleucine-Alanine-Tryptophan-Valine-Lysine-Alanine-Phenylalanine-Isoleucine-Arginine-Lysine-Leucine-Arginine-Lysine,2.603479982
Tyrosine-Threonine-Glutamine-Aspartic acid-Phenylalanine-Asparagine-Lysine-Phenylalanine-Histidine-Threonine-Phenylalanine-Proline-Glutamine-Threonine-Alanine-Isoleucine-Glycine-Valine-Glycine-Alanine-Proline,1.012415375
